"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"424","Blister de médicament (vide)","Plaquette de médicaments (vide)","ADEME_EMBALLAGE","ademe",,"Déposez vos emballages de médicaments vides, qu'ils soient en plastique ou en aluminium, dans le bac, le sac ou le conteneur réservé au tri des emballages.","L'aluminium est récupérées séparément dans les centres de tri et mis en paquets. Il est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Ces derniers serviront à fabriquer de nouveaux produits. Le plastique est récupéré pour fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Leko","Emballages ménagers"
"210","Lunettes",,"ADEME_PRODUIT","ademe",,"Déposez-les chez les opticiens qui les acceptent ou donnez-les à des associations humanitaires.<br /><br />En <b>dernier ressort</b>, jetez-les dans la poubelle des ordures ménagères.","Remises à des opticiens ou des associations humanitaires, vos lunettes pourront permettre à une personne dans le besoin d'être équipée de verres correcteurs. Jetées à la poubelle, elles suivront l'une des filières des ordures ménagères et seront incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en décharge.",,
"374","Arme d'entraînement","Epée / Fleuret / Dague / Couteau (chasse) / Cartouche, douille usagée, balle (tir sportif)","SPORT",,,"Rapportez votre arme à votre armurier ou auprès de votre société de chasse ou sur votre lieu de pratique.","Pour des raisons de sécurité, les équipements de chasse et de tirs sportifs ne peuvent pas être revendus d’occasion ou donnés. Ils seront  traités : recyclage des matières premières puis valorisation énergétique (incinération avec le plus souvent récupération de chaleur pour produire de l'énergie) et élimination des déchets ultimes. Quant aux munitions : Les douilles et les bourres seront broyées afin de séparer la partie métallique de la partie plastique, et les différents matériaux seront recyclés dans la fabrication de nouveaux produits.","ecologic","Sport et loisirs"
"430","Douille de cartouche de chasse","Douille de cartouche de fusil","AUTRE",,,"Rapportez votre arme à votre armurier ou auprès de votre société de chasse, et rapportez les douilles de cartouches de fusil au distributeur auprès duquel vous les avez achetées.
<br /><br />Assurez-vous de ne pas laisser les douilles dans la nature. Celles-ci peuvent polluer les sols pour des décennies ou être ingérées par les animaux.","Les douilles et les bourres seront broyées afin de séparer la partie métallique de la partie plastique, et les différents matériaux seront recyclés dans la fabrication de nouveaux produits.","Ecologic","Sport et loisirs"
"245","Palette en bois",,"ADEME_BOIS","sinoe",,"Remettez-la au livreur qui vous l'a livrée, afin qu'elle puisse être réutilisée.
À défaut, déposez-la en déchèterie.","Les palettes sont constituées de bois pas ou peu traité et peuvent faire l'objet : - d'un réemploi direct, - d'une valorisation matière sous forme de panneaux agglomérés ou de palettes réparées, - d'une valorisation organique (compostage), - d'une valorisation énergétique (incinérateur de déchets non-dangereux avec récupération d'énergie), - à défaut d'une incinération sans valorisation énergétique ou d'un enfouissement en installation de stockage de déchets non-dangereux.",,
"81","Canette","capsule de bouteille de bière","ADEME_ALIMENTS","ademe","Dans la mesure du possible, préférez les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Ils vous permettront de produire moins de déchets mais également de réaliser des économies.","Jetez-la dans le bac, le sac ou le conteneur réservé aux emballages recyclables.","Les canettes en acier et en aluminium et les capsules métalliques sont récupérées séparément dans les centres de tri et mises en paquets. L'acier est envoyé en aciérie où il est lavé, broyé et fondu pour être réintégré à la chaîne de production. L'aluminium est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Ces derniers serviront à fabriquer de nouveaux produits.","Citeo / Leko","Emballages ménagers"
"438","Poussière","sac d'aspirateur plein / sac d'aspirateur plein de poussière",,"ADEME_ENTRETIEN",,"Les poussières et autres déchets obtenus après avoir balayé ou après avoir passé l'aspirateur sont à jeter dans la poubelle des ordures ménagères, de préférence dans un sac fermé. <br /><br /> Si votre poussière ne contient que des poils d'animaux ou de la terre rapportée du jardin via les chaussures, il est envisageable de la jeter au compost. Mais le plus souvent, la poussière contient également des fibres synthétiques tombées de nos vêtements et autres débris de plastique (et parfois de verre), c'est pourquoi il est préférable de la jeter dans la poubelles des ordures ménagères.","Jetée à la poubelle, ce type de déchets suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"420","Cartouche de gaz vide (non rechargeable)",,"ADEME-GAZ","ademe",,"Les cartouches de gaz vides sont à rapporter au point de distribution : Depuis le 1er janvier 2022, la loi impose aux grandes surfaces de reprendre les cartouches de gaz non rechargeables. Sauf si la surface de vente qu'ils consacrent à ce type de produits est inférieure à 1 mètre carré (articles L. 541-10-8 et R. 541- 160 du code de l'environnement).
Il est demandé de ne pas jeter ce type de cartouches de gaz dans le bac jaune, pour éviter les risques d'explosion ou d'incendie dans le centre de tri dont dépend votre commune.","L'acier et l'aluminium sont récupérés séparément, puis envoyés vers les industries qui les transforment en nouveaux produits, via des procédures sécurisées pour éviter le risque d'explosion en raison des éventuels résidus de gaz.","Citeo / Léko","Emballages ménagers"
"275","Pneu",,"ADEME_AUTOMOBILE","sinoe","Retardez leur changement en veillant à limiter leur usure : bon gonflage des pneus, conduite souple, etc.","Rapportez vos pneus prioritairement chez le distributeur, sinon en déchèterie. <br /><br />Les distributeurs de pneus dont la surface de vente fait au moins 250 m² ont l'obligation de les reprendre gratuitement et sans achat de pneus neufs (dans la limite de 8 pneumatiques usagés par an et par personne).<br /><br />Les distributeurs dont la surface de vente fait moins de 250 m² peuvent aussi les reprendre mais ne sont pas obligés de le faire gratuitement. Ils sont donc susceptibles de les reprendre uniquement dans le cadre d'un achat de pneus neufs.","Ils sont triés par un professionnel de façon à pouvoir, selon leur état, être remis sur le marché de l’occasion, faire l’objet d’un rechapage ou d’une autre valorisation. Transformés en granulats ou poudrettes de caoutchouc, ils sont utilisés pour la fabrication de produits neufs comme les sols sportifs, les roulettes de bacs à poubelle, les dalles amortissantes, les bordures souples et bien d'autres produits. Sinon, ils sont transformés en combustibles utilisables dans certaines installations comme des cimenteries.","Aliapur / FRP / Tyval","Pneus"
"185","Herbe (ou gazon)",,"ADEME_BIODECHETS","sinoe","Certains déchets peuvent être valorisés par compostage (tontes de gazon, feuilles, fleurs fanées, mauvaises herbes, résidus alimentaires ...). Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Paillez votre jardin avec l'herbe coupée. Compostez-la à domicile ou jetez-la dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Vous pouvez aussi la déposer en déchèterie dans la benne de collecte des déchets verts ou à la faire enlever par les services de votre collectivité qui collectent les biodéchets. S'il existe un traitement biologique des ordures ménagères résiduelles dans votre collectivité, la consigne peut être de mettre ses biodéchets dans la poubelle.<br />
De manière générale, ne brûlez pas vos déchets verts.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetée à la poubelle, l'herbe suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"153","Feuilles mortes",,"ADEME_BIODECHETS","sinoe","Planter des végétaux à croissance lente (arbustes, gazon) limite fortement la production de résidus. La gestion différenciée des espaces permet de réserver certaines zones à un développement plus naturel générant moins de résidus (prairie fauchée une fois l'an...). Laisser les résidus sur place (feuilles, tontes broyées avec tondeuses mulcheuses).","Paillez votre jardin avec les feuilles. Compostez-les à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Vous pouvez aussi les déposer en déchèterie dans la benne de collecte des déchets verts ou à les faire enlever par les services de votre collectivité qui collectent les biodéchets.<br /><br />S'il existe un traitement biologique des ordures ménagères résiduelles dans votre collectivité, la consigne peut être de mettre ses biodéchets dans la poubelle.<br />
De manière générale, ne brûlez pas vos déchets verts.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les feuilles mortes suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"127","Déchets verts","Tonte de pelouse / Tailles de haies / Tailles d'arbustes / Résidus d'élagage / Résidus de débroussaillement / Feuillages / Fleurs fânées / Feuilles mortes","ADEME_DECHETS","sinoe","Planter des végétaux à croissance lente (arbustes, gazon) limite fortement la production de résidus. La gestion différenciée des espaces permet de réserver certaines zones à un développement plus naturel générant moins de résidus (prairie fauchée une fois l'an...). Laisser les résidus sur place (feuilles, tontes broyées avec tondeuses mulcheuses).","Les déchets verts peuvent servir à pailler au pied de vos plantes dans le jardin. Vous pouvez aussi les intégrer à votre compost. Sinon apportez-les en déchèterie ou faites-les enlever si une collecte des biodéchets en porte à porte est proposée par votre collectivité. S'il existe un traitement biologique des ordures ménagères résiduelles dans votre collectivité, la consigne peut être de mettre ses biodéchets dans la poubelle.<br />
De manière générale, ne brûlez pas vos déchets verts.","Le paillage et le compost, utilisés comme amendement biologique, contribuent à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les déchets verts suivent l'une des filières d'élimination des ordures ménagères : ils sont compostés par traitement mécano-biologique, incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
